  17315

  -0.215593965099120E-06  0.893576504279505E-07  0.000000000000000E+00
   0.778258668781217E+00  0.896663565102621E-07  0.778258877058500E+00
  -0.216053427991157E-06  0.778258963085994E+00  0.778258877058500E+00
   0.778258668310271E+00  0.778258963384643E+00  0.000000000000000E+00
  -0.215593965099120E-06  0.893576504279505E-07  0.155651775411700E+01
   0.778258668781217E+00  0.896663565102621E-07  0.233477663117550E+01
  -0.216053427991157E-06  0.778258963085994E+00  0.233477663117550E+01
   0.778258668310271E+00  0.778258963384643E+00  0.155651775411700E+01
  -0.215593965099120E-06  0.893576504279505E-07  0.311303550823400E+01
   0.778258668781217E+00  0.896663565102621E-07  0.389129438529250E+01
  -0.216053427991157E-06  0.778258963085994E+00  0.389129438529250E+01
   0.778258668310271E+00  0.778258963384643E+00  0.311303550823400E+01
  -0.215593965099120E-06  0.893576504279505E-07  0.466955326235100E+01
   0.778258668781217E+00  0.896663565102621E-07  0.544781213940950E+01
  -0.216053427991157E-06  0.778258963085994E+00  0.544781213940950E+01
   0.778258668310271E+00  0.778258963384643E+00  0.466955326235100E+01
  -0.215593965099120E-06  0.893576504279505E-07  0.622607101646800E+01
   0.778258668781217E+00  0.896663565102621E-07  0.700432989352650E+01
  -0.216053427991157E-06  0.778258963085994E+00  0.700432989352650E+01
   0.778258668310271E+00  0.778258963384643E+00  0.622607101646800E+01
  -0.216529000484782E-06  0.155651783680854E+01  0.000000000000000E+00
   0.778258667819456E+00  0.155651783709376E+01  0.778258877058500E+00
  -0.217018253144676E-06  0.233477671052831E+01  0.778258877058500E+00
   0.778258667310974E+00  0.233477671079664E+01  0.000000000000000E+00
  -0.216529000484782E-06  0.155651783680854E+01  0.155651775411700E+01
   0.778258667819456E+00  0.155651783709376E+01  0.233477663117550E+01
  -0.217018253144676E-06  0.233477671052831E+01  0.233477663117550E+01
   0.778258667310974E+00  0.233477671079664E+01  0.155651775411700E+01
  -0.216529000484782E-06  0.155651783680854E+01  0.311303550823400E+01
   0.778258667819456E+00  0.155651783709376E+01  0.389129438529250E+01
  -0.217018253144676E-06  0.233477671052831E+01  0.389129438529250E+01
   0.778258667310974E+00  0.233477671079664E+01  0.311303550823400E+01
  -0.216529000484782E-06  0.155651783680854E+01  0.466955326235100E+01
   0.778258667819456E+00  0.155651783709376E+01  0.544781213940950E+01
  -0.217018253144676E-06  0.233477671052831E+01  0.544781213940950E+01
   0.778258667310974E+00  0.233477671079664E+01  0.466955326235100E+01
  -0.216529000484782E-06  0.155651783680854E+01  0.622607101646800E+01
   0.778258667819456E+00  0.155651783709376E+01  0.700432989352650E+01
  -0.217018253144676E-06  0.233477671052831E+01  0.700432989352650E+01
   0.778258667310974E+00  0.233477671079664E+01  0.622607101646800E+01
  -0.217518272337345E-06  0.311303558424878E+01  0.000000000000000E+00
   0.778258666787592E+00  0.311303558449672E+01  0.778258877058500E+00
  -0.218025684156714E-06  0.389129445797383E+01  0.778258877058500E+00
   0.778258666252638E+00  0.389129445819796E+01  0.000000000000000E+00
  -0.217518272337345E-06  0.311303558424878E+01  0.155651775411700E+01
   0.778258666787592E+00  0.311303558449672E+01  0.233477663117550E+01
  -0.218025684156714E-06  0.389129445797383E+01  0.233477663117550E+01
   0.778258666252638E+00  0.389129445819796E+01  0.155651775411700E+01
  -0.217518272337345E-06  0.311303558424878E+01  0.311303550823400E+01
   0.778258666787592E+00  0.311303558449672E+01  0.389129438529250E+01
  -0.218025684156714E-06  0.389129445797383E+01  0.389129438529250E+01
   0.778258666252638E+00  0.389129445819796E+01  0.311303550823400E+01
  -0.217518272337345E-06  0.311303558424878E+01  0.466955326235100E+01
   0.778258666787592E+00  0.311303558449672E+01  0.544781213940950E+01
  -0.218025684156714E-06  0.389129445797383E+01  0.544781213940950E+01
   0.778258666252638E+00  0.389129445819796E+01  0.466955326235100E+01
  -0.217518272337345E-06  0.311303558424878E+01  0.622607101646800E+01
   0.778258666787592E+00  0.311303558449672E+01  0.700432989352650E+01
  -0.218025684156714E-06  0.389129445797383E+01  0.700432989352650E+01
   0.778258666252638E+00  0.389129445819796E+01  0.622607101646800E+01
