17315 

0.000000000000000E+00 0.000000000000000E+00 0.000000000000000E+00
0.778258877058500E+00 0.000000000000000E+00 0.778258877058500E+00
0.000000000000000E+00 0.778258877058500E+00 0.778258877058500E+00
0.778258877058500E+00 0.778258877058500E+00 0.000000000000000E+00
0.000000000000000E+00 0.000000000000000E+00 0.155651775411700E+01
0.778258877058500E+00 0.000000000000000E+00 0.233477663117550E+01
0.000000000000000E+00 0.778258877058500E+00 0.233477663117550E+01
0.778258877058500E+00 0.778258877058500E+00 0.155651775411700E+01
0.000000000000000E+00 0.000000000000000E+00 0.311303550823400E+01
0.778258877058500E+00 0.000000000000000E+00 0.389129438529250E+01
0.000000000000000E+00 0.778258877058500E+00 0.389129438529250E+01
0.778258877058500E+00 0.778258877058500E+00 0.311303550823400E+01
0.000000000000000E+00 0.000000000000000E+00 0.466955326235100E+01
0.778258877058500E+00 0.000000000000000E+00 0.544781213940950E+01
0.000000000000000E+00 0.778258877058500E+00 0.544781213940950E+01
0.778258877058500E+00 0.778258877058500E+00 0.466955326235100E+01
0.000000000000000E+00 0.000000000000000E+00 0.622607101646800E+01
0.778258877058500E+00 0.000000000000000E+00 0.700432989352650E+01
0.000000000000000E+00 0.778258877058500E+00 0.700432989352650E+01
0.778258877058500E+00 0.778258877058500E+00 0.622607101646800E+01
0.000000000000000E+00 0.155651775411700E+01 0.000000000000000E+00
0.778258877058500E+00 0.155651775411700E+01 0.778258877058500E+00
0.000000000000000E+00 0.233477663117550E+01 0.778258877058500E+00
0.778258877058500E+00 0.233477663117550E+01 0.000000000000000E+00
0.000000000000000E+00 0.155651775411700E+01 0.155651775411700E+01
0.778258877058500E+00 0.155651775411700E+01 0.233477663117550E+01
0.000000000000000E+00 0.233477663117550E+01 0.233477663117550E+01
0.778258877058500E+00 0.233477663117550E+01 0.155651775411700E+01
0.000000000000000E+00 0.155651775411700E+01 0.311303550823400E+01
0.778258877058500E+00 0.155651775411700E+01 0.389129438529250E+01
0.000000000000000E+00 0.233477663117550E+01 0.389129438529250E+01
0.778258877058500E+00 0.233477663117550E+01 0.311303550823400E+01
0.000000000000000E+00 0.155651775411700E+01 0.466955326235100E+01
0.778258877058500E+00 0.155651775411700E+01 0.544781213940950E+01
0.000000000000000E+00 0.233477663117550E+01 0.544781213940950E+01
0.778258877058500E+00 0.233477663117550E+01 0.466955326235100E+01
0.000000000000000E+00 0.155651775411700E+01 0.622607101646800E+01
0.778258877058500E+00 0.155651775411700E+01 0.700432989352650E+01
0.000000000000000E+00 0.233477663117550E+01 0.700432989352650E+01
0.778258877058500E+00 0.233477663117550E+01 0.622607101646800E+01
0.000000000000000E+00 0.311303550823400E+01 0.000000000000000E+00
0.778258877058500E+00 0.311303550823400E+01 0.778258877058500E+00
0.000000000000000E+00 0.389129438529250E+01 0.778258877058500E+00
0.778258877058500E+00 0.389129438529250E+01 0.000000000000000E+00
0.000000000000000E+00 0.311303550823400E+01 0.155651775411700E+01
0.778258877058500E+00 0.311303550823400E+01 0.233477663117550E+01
0.000000000000000E+00 0.389129438529250E+01 0.233477663117550E+01
0.778258877058500E+00 0.389129438529250E+01 0.155651775411700E+01
0.000000000000000E+00 0.311303550823400E+01 0.311303550823400E+01
0.778258877058500E+00 0.311303550823400E+01 0.389129438529250E+01
0.000000000000000E+00 0.389129438529250E+01 0.389129438529250E+01
0.778258877058500E+00 0.389129438529250E+01 0.311303550823400E+01
0.000000000000000E+00 0.311303550823400E+01 0.466955326235100E+01
0.778258877058500E+00 0.311303550823400E+01 0.544781213940950E+01
0.000000000000000E+00 0.389129438529250E+01 0.544781213940950E+01
0.778258877058500E+00 0.389129438529250E+01 0.466955326235100E+01
0.000000000000000E+00 0.311303550823400E+01 0.622607101646800E+01
0.778258877058500E+00 0.311303550823400E+01 0.700432989352650E+01
0.000000000000000E+00 0.389129438529250E+01 0.700432989352650E+01
0.778258877058500E+00 0.389129438529250E+01 0.622607101646800E+01
0.000000000000000E+00 0.466955326235100E+01 0.000000000000000E+00
0.778258877058500E+00 0.466955326235100E+01 0.778258877058500E+00
0.000000000000000E+00 0.544781213940950E+01 0.778258877058500E+00
0.778258877058500E+00 0.544781213940950E+01 0.000000000000000E+00
0.000000000000000E+00 0.466955326235100E+01 0.155651775411700E+01
0.778258877058500E+00 0.466955326235100E+01 0.233477663117550E+01
0.000000000000000E+00 0.544781213940950E+01 0.233477663117550E+01
0.778258877058500E+00 0.544781213940950E+01 0.155651775411700E+01
0.000000000000000E+00 0.466955326235100E+01 0.311303550823400E+01
0.778258877058500E+00 0.466955326235100E+01 0.389129438529250E+01
0.000000000000000E+00 0.544781213940950E+01 0.389129438529250E+01
0.778258877058500E+00 0.544781213940950E+01 0.311303550823400E+01
0.000000000000000E+00 0.466955326235100E+01 0.466955326235100E+01
0.778258877058500E+00 0.466955326235100E+01 0.544781213940950E+01
0.000000000000000E+00 0.544781213940950E+01 0.544781213940950E+01
0.778258877058500E+00 0.544781213940950E+01 0.466955326235100E+01
0.000000000000000E+00 0.466955326235100E+01 0.622607101646800E+01
0.778258877058500E+00 0.466955326235100E+01 0.700432989352650E+01
0.000000000000000E+00 0.544781213940950E+01 0.700432989352650E+01
0.778258877058500E+00 0.544781213940950E+01 0.622607101646800E+01
0.000000000000000E+00 0.622607101646800E+01 0.000000000000000E+00
0.778258877058500E+00 0.622607101646800E+01 0.778258877058500E+00
0.000000000000000E+00 0.700432989352650E+01 0.778258877058500E+00
0.778258877058500E+00 0.700432989352650E+01 0.000000000000000E+00
0.000000000000000E+00 0.622607101646800E+01 0.155651775411700E+01
0.778258877058500E+00 0.622607101646800E+01 0.233477663117550E+01
0.000000000000000E+00 0.700432989352650E+01 0.233477663117550E+01
0.778258877058500E+00 0.700432989352650E+01 0.155651775411700E+01
0.000000000000000E+00 0.622607101646800E+01 0.311303550823400E+01
0.778258877058500E+00 0.622607101646800E+01 0.389129438529250E+01
0.000000000000000E+00 0.700432989352650E+01 0.389129438529250E+01
0.778258877058500E+00 0.700432989352650E+01 0.311303550823400E+01
0.000000000000000E+00 0.622607101646800E+01 0.466955326235100E+01
0.778258877058500E+00 0.622607101646800E+01 0.544781213940950E+01
0.000000000000000E+00 0.700432989352650E+01 0.544781213940950E+01
0.778258877058500E+00 0.700432989352650E+01 0.466955326235100E+01
0.000000000000000E+00 0.622607101646800E+01 0.622607101646800E+01
0.778258877058500E+00 0.622607101646800E+01 0.700432989352650E+01
0.000000000000000E+00 0.700432989352650E+01 0.700432989352650E+01
0.778258877058500E+00 0.700432989352650E+01 0.622607101646800E+01
0.000000000000000E+00 0.778258877058500E+01 0.000000000000000E+00
0.778258877058500E+00 0.778258877058500E+01 0.778258877058500E+00
0.000000000000000E+00 0.856084764764350E+01 0.778258877058500E+00
0.778258877058500E+00 0.856084764764350E+01 0.000000000000000E+00
0.000000000000000E+00 0.778258877058500E+01 0.155651775411700E+01
0.778258877058500E+00 0.778258877058500E+01 0.233477663117550E+01
0.000000000000000E+00 0.856084764764350E+01 0.233477663117550E+01
0.778258877058500E+00 0.856084764764350E+01 0.155651775411700E+01
0.000000000000000E+00 0.778258877058500E+01 0.311303550823400E+01
0.778258877058500E+00 0.778258877058500E+01 0.389129438529250E+01
0.000000000000000E+00 0.856084764764350E+01 0.389129438529250E+01
0.778258877058500E+00 0.856084764764350E+01 0.311303550823400E+01
0.000000000000000E+00 0.778258877058500E+01 0.466955326235100E+01
0.778258877058500E+00 0.778258877058500E+01 0.544781213940950E+01
0.000000000000000E+00 0.856084764764350E+01 0.544781213940950E+01
0.778258877058500E+00 0.856084764764350E+01 0.466955326235100E+01
0.000000000000000E+00 0.778258877058500E+01 0.622607101646800E+01
0.778258877058500E+00 0.778258877058500E+01 0.700432989352650E+01
0.000000000000000E+00 0.856084764764350E+01 0.700432989352650E+01
0.778258877058500E+00 0.856084764764350E+01 0.622607101646800E+01
0.000000000000000E+00 0.933910652470200E+01 0.000000000000000E+00
0.778258877058500E+00 0.933910652470200E+01 0.778258877058500E+00
0.000000000000000E+00 0.101173654017605E+02 0.778258877058500E+00
0.778258877058500E+00 0.101173654017605E+02 0.000000000000000E+00
0.000000000000000E+00 0.933910652470200E+01 0.155651775411700E+01
0.778258877058500E+00 0.933910652470200E+01 0.233477663117550E+01
0.000000000000000E+00 0.101173654017605E+02 0.233477663117550E+01
0.778258877058500E+00 0.101173654017605E+02 0.155651775411700E+01
0.000000000000000E+00 0.933910652470200E+01 0.311303550823400E+01
0.778258877058500E+00 0.933910652470200E+01 0.389129438529250E+01
0.000000000000000E+00 0.101173654017605E+02 0.389129438529250E+01
0.778258877058500E+00 0.101173654017605E+02 0.311303550823400E+01
0.000000000000000E+00 0.933910652470200E+01 0.466955326235100E+01
0.778258877058500E+00 0.933910652470200E+01 0.544781213940950E+01
0.000000000000000E+00 0.101173654017605E+02 0.544781213940950E+01
0.778258877058500E+00 0.101173654017605E+02 0.466955326235100E+01
0.000000000000000E+00 0.933910652470200E+01 0.622607101646800E+01
0.778258877058500E+00 0.933910652470200E+01 0.700432989352650E+01
0.000000000000000E+00 0.101173654017605E+02 0.700432989352650E+01
0.778258877058500E+00 0.101173654017605E+02 0.622607101646800E+01
0.000000000000000E+00 0.108956242788190E+02 0.000000000000000E+00
0.778258877058500E+00 0.108956242788190E+02 0.778258877058500E+00
0.000000000000000E+00 0.116738831558775E+02 0.778258877058500E+00
0.778258877058500E+00 0.116738831558775E+02 0.000000000000000E+00
0.000000000000000E+00 0.108956242788190E+02 0.155651775411700E+01
0.778258877058500E+00 0.108956242788190E+02 0.233477663117550E+01
0.000000000000000E+00 0.116738831558775E+02 0.233477663117550E+01
0.778258877058500E+00 0.116738831558775E+02 0.155651775411700E+01
0.000000000000000E+00 0.108956242788190E+02 0.311303550823400E+01
0.778258877058500E+00 0.108956242788190E+02 0.389129438529250E+01
0.000000000000000E+00 0.116738831558775E+02 0.389129438529250E+01
0.778258877058500E+00 0.116738831558775E+02 0.311303550823400E+01
0.000000000000000E+00 0.108956242788190E+02 0.466955326235100E+01
0.778258877058500E+00 0.108956242788190E+02 0.544781213940950E+01
0.000000000000000E+00 0.116738831558775E+02 0.544781213940950E+01
0.778258877058500E+00 0.116738831558775E+02 0.466955326235100E+01
